Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Experience seasonal allergies?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Engage in sexual activity?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Share your bed?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Sleep in the same bed as usual?,TRUE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Feel socially fulfilled?,TRUE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Experience any stress?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Spend time stretching?,TRUE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Have a therapy session?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Work late?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Receive booster of COVID-19 vaccination?,TRUE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Follow a gluten-free diet?,FALSE,
12/3/2021 21:30,12/4/2021 23:29,UTC-06:00,Injured / Not Injured,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Consume added sugar?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Have any alcoholic drinks?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Take an anti-inflammatory NSAID?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Use breathwork?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Have any caffeine? ,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Track your carbohydrates?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Visit the Chiropractor?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Avoid consuming processed foods?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Consume dairy?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,View a screened device while in bed?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Wear ear plugs to bed?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel energized throughout the day?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Track your fats?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel in control of your life,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel a sense of purpose?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Hydrate sufficiently?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Experience any irritability?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Eat any food close to bedtime?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Masturbate?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Consume meat?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Take a melatonin supplement?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel motivated?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Work the night shift?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Have an on-call shift?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Spend time outdoors?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Track your protein?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Use a sauna?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Experience seasonal allergies?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Engage in sexual activity?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Share your bed?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Sleep in the same bed as usual?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Feel socially fulfilled?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Experience any stress?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Spend time stretching?,TRUE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Have a therapy session?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Work late?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Follow a gluten-free diet?,FALSE,
12/1/2021 20:57,12/2/2021 21:43,UTC-06:00,Injured / Not Injured,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Consume added sugar?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Use breathwork?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Have any caffeine? ,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Track your carbohydrates?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Visit the Chiropractor?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Avoid consuming processed foods?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Consume dairy?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,View a screened device while in bed?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Wear ear plugs to bed?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel energized throughout the day?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Track your fats?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel in control of your life,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel a sense of purpose?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Hydrate sufficiently?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Experience any irritability?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Eat any food close to bedtime?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Masturbate?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Consume meat?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Take a melatonin supplement?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel motivated?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Work the night shift?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Have an on-call shift?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Spend time outdoors?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Track your protein?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Use a sauna?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Experience seasonal allergies?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Engage in sexual activity?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Share your bed?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Sleep in the same bed as usual?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Feel socially fulfilled?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Experience any stress?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Spend time stretching?,TRUE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Have a therapy session?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Work late?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Follow a gluten-free diet?,FALSE,
11/30/2021 19:58,12/1/2021 20:57,UTC-06:00,Injured / Not Injured,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Consume added sugar?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Use breathwork?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Have any caffeine? ,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Track your carbohydrates?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Visit the Chiropractor?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Avoid consuming processed foods?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Consume dairy?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,View a screened device while in bed?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Wear ear plugs to bed?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel emotionally and mentally stable?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel energized throughout the day?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Track your fats?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel in control of your life,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel a sense of purpose?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Hydrate sufficiently?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Experience any irritability?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Eat any food close to bedtime?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Masturbate?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Consume meat?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Take a melatonin supplement?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel motivated?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Work the night shift?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Have an on-call shift?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Spend time outdoors?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Track your protein?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Use a sauna?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Experience seasonal allergies?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Engage in sexual activity?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Share your bed?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Sleep in the same bed as usual?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Feel socially fulfilled?,TRUE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Experience any stress?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Spend time stretching?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Have a therapy session?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Work late?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Follow a gluten-free diet?,FALSE,
11/28/2021 20:47,11/29/2021 21:42,UTC-06:00,Injured / Not Injured,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Consume added sugar?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Use breathwork?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Have any caffeine? ,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Track your carbohydrates?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Visit the Chiropractor?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Avoid consuming processed foods?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Consume dairy?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,View a screened device while in bed?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Wear ear plugs to bed?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel emotionally and mentally stable?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel energized throughout the day?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Track your fats?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel in control of your life,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel a sense of purpose?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Hydrate sufficiently?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Experience any irritability?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Eat any food close to bedtime?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Masturbate?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Consume meat?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Take a melatonin supplement?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel motivated?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Work the night shift?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Have an on-call shift?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Spend time outdoors?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Track your protein?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Use a sauna?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Experience seasonal allergies?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Engage in sexual activity?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Share your bed?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Sleep in the same bed as usual?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Feel socially fulfilled?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Experience any stress?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Spend time stretching?,TRUE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Have a therapy session?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Work late?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Follow a gluten-free diet?,FALSE,
11/27/2021 20:24,11/28/2021 20:47,UTC-06:00,Injured / Not Injured,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Consume added sugar?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Use breathwork?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Have any caffeine? ,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Track your carbohydrates?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Visit the Chiropractor?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Avoid consuming processed foods?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Consume dairy?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,View a screened device while in bed?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Wear ear plugs to bed?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel energized throughout the day?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Track your fats?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel in control of your life,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel a sense of purpose?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Hydrate sufficiently?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Experience any irritability?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Eat any food close to bedtime?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Masturbate?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Consume meat?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Take a melatonin supplement?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel motivated?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Work the night shift?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Have an on-call shift?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Spend time outdoors?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Track your protein?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Use a sauna?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Experience seasonal allergies?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Engage in sexual activity?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Share your bed?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Sleep in the same bed as usual?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Feel socially fulfilled?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Experience any stress?,TRUE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Spend time stretching?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Have a therapy session?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Work late?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Follow a gluten-free diet?,FALSE,
11/26/2021 21:05,11/27/2021 20:24,UTC-06:00,Injured / Not Injured,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Consume added sugar?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Use breathwork?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Have any caffeine? ,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Track your carbohydrates?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Visit the Chiropractor?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Avoid consuming processed foods?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Consume dairy?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,View a screened device while in bed?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Have a dog in the room while sleeping?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Wear ear plugs to bed?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel emotionally and mentally stable?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel energized throughout the day?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Track your fats?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel in control of your life,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel you had the resources/skills to complete daily goals?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel a sense of purpose?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Consume fruits and/or vegetables?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Hydrate sufficiently?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Experience any irritability?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Eat any food close to bedtime?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Masturbate?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Consume meat?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Take a melatonin supplement?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel motivated?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Work the night shift?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Have an on-call shift?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Spend time outdoors?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Track your protein?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Read (non-screened device) while in bed?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Use a sauna?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Experience seasonal allergies?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Engage in sexual activity?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Share your bed?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Sleep in the same bed as usual?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Feel socially fulfilled?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Experience any stress?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Spend time stretching?,TRUE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Have a therapy session?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Work late?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Experiencing COVID-19 symptoms?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Receive booster of COVID-19 vaccination?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Follow a gluten-free diet?,FALSE,
11/25/2021 22:25,11/26/2021 21:05,UTC-06:00,Injured / Not Injured,FALSE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Consume added sugar?,TRUE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Have any alcoholic drinks?,FALSE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Take an anti-inflammatory NSAID?,FALSE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Wear blue-light blocking glasses before bed?,TRUE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Use breathwork?,FALSE,
11/24/2021 21:43,11/25/2021 22:25,UTC-06:00,Have any caffeine? ,TRUE,
