cstart,cend,question,answeredyes
6/17/2020 22:21,6/18/2020 22:58,Hydrate sufficiently?,TRUE
6/17/2020 22:21,6/18/2020 22:58,Eat any food close to bedtime?,FALSE
6/17/2020 22:21,6/18/2020 22:58,Consume meat?,TRUE
6/17/2020 22:21,6/18/2020 22:58,Take a melatonin supplement?,TRUE
6/17/2020 22:21,6/18/2020 22:58,Sleep in the same bed as usual?,TRUE
6/17/2020 22:21,6/18/2020 22:58,Experience any stress?,FALSE
6/17/2020 22:21,6/18/2020 22:58,Spend time stretching?,TRUE
6/17/2020 22:21,6/18/2020 22:58,Experiencing COVID-19 symptoms?,FALSE
6/17/2020 22:21,6/18/2020 22:58,Injured / Not Injured,FALSE
6/17/2020 22:21,6/18/2020 22:58,Sick / Not Sick,FALSE
6/17/2020 22:21,6/18/2020 22:58,Single / Not Single,TRUE
6/18/2020 22:58,6/19/2020 22:35,Have any alcoholic drinks?,FALSE
6/18/2020 22:58,6/19/2020 22:35,Take an anti-inflammatory NSAID?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Wear blue-light blocking glasses before bed?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Have any caffeine? ,TRUE
6/18/2020 22:58,6/19/2020 22:35,View a screened device while in bed?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Wear ear plugs to bed?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Feel in control of your life,TRUE
6/18/2020 22:58,6/19/2020 22:35,Feel you had the resources/skills to complete daily goals?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Feel a sense of purpose?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Hydrate sufficiently?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Eat any food close to bedtime?,FALSE
6/18/2020 22:58,6/19/2020 22:35,Consume meat?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Take a melatonin supplement?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Sleep in the same bed as usual?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Experience any stress?,FALSE
6/18/2020 22:58,6/19/2020 22:35,Spend time stretching?,TRUE
6/18/2020 22:58,6/19/2020 22:35,Experiencing COVID-19 symptoms?,FALSE
6/18/2020 22:58,6/19/2020 22:35,Injured / Not Injured,FALSE
6/18/2020 22:58,6/19/2020 22:35,Sick / Not Sick,FALSE
6/18/2020 22:58,6/19/2020 22:35,Single / Not Single,TRUE
6/19/2020 22:35,6/21/2020 0:30,Have any alcoholic drinks?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Take an anti-inflammatory NSAID?,FALSE
6/19/2020 22:35,6/21/2020 0:30,Wear blue-light blocking glasses before bed?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Have any caffeine? ,TRUE
6/19/2020 22:35,6/21/2020 0:30,View a screened device while in bed?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Wear ear plugs to bed?,FALSE
6/19/2020 22:35,6/21/2020 0:30,Feel in control of your life,TRUE
6/19/2020 22:35,6/21/2020 0:30,Feel you had the resources/skills to complete daily goals?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Feel a sense of purpose?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Hydrate sufficiently?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Eat any food close to bedtime?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Consume meat?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Take a melatonin supplement?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Sleep in the same bed as usual?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Experience any stress?,FALSE
6/19/2020 22:35,6/21/2020 0:30,Spend time stretching?,TRUE
6/19/2020 22:35,6/21/2020 0:30,Experiencing COVID-19 symptoms?,FALSE
6/19/2020 22:35,6/21/2020 0:30,Injured / Not Injured,FALSE
6/19/2020 22:35,6/21/2020 0:30,Sick / Not Sick,FALSE
6/19/2020 22:35,6/21/2020 0:30,Single / Not Single,TRUE
6/21/2020 0:30,6/21/2020 21:56,Have any alcoholic drinks?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Take an anti-inflammatory NSAID?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Wear blue-light blocking glasses before bed?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Have any caffeine? ,TRUE
6/21/2020 0:30,6/21/2020 21:56,View a screened device while in bed?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Wear ear plugs to bed?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Feel in control of your life,TRUE
6/21/2020 0:30,6/21/2020 21:56,Feel you had the resources/skills to complete daily goals?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Feel a sense of purpose?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Hydrate sufficiently?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Eat any food close to bedtime?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Consume meat?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Take a melatonin supplement?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Sleep in the same bed as usual?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Experience any stress?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Spend time stretching?,TRUE
6/21/2020 0:30,6/21/2020 21:56,Experiencing COVID-19 symptoms?,FALSE
6/21/2020 0:30,6/21/2020 21:56,Injured / Not Injured,FALSE
6/21/2020 0:30,6/21/2020 21:56,Sick / Not Sick,FALSE
6/21/2020 0:30,6/21/2020 21:56,Single / Not Single,TRUE
6/22/2020 21:07,6/23/2020 23:56,Have any alcoholic drinks?,FALSE
6/22/2020 21:07,6/23/2020 23:56,Take an anti-inflammatory NSAID?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Wear blue-light blocking glasses before bed?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Have any caffeine? ,TRUE
6/22/2020 21:07,6/23/2020 23:56,View a screened device while in bed?,FALSE
6/22/2020 21:07,6/23/2020 23:56,Wear ear plugs to bed?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Feel in control of your life,TRUE
6/22/2020 21:07,6/23/2020 23:56,Feel you had the resources/skills to complete daily goals?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Feel a sense of purpose?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Hydrate sufficiently?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Eat any food close to bedtime?,FALSE
6/22/2020 21:07,6/23/2020 23:56,Consume meat?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Take a melatonin supplement?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Sleep in the same bed as usual?,FALSE
6/22/2020 21:07,6/23/2020 23:56,Experience any stress?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Spend time stretching?,TRUE
6/22/2020 21:07,6/23/2020 23:56,Experiencing COVID-19 symptoms?,FALSE
6/22/2020 21:07,6/23/2020 23:56,Injured / Not Injured,FALSE
6/22/2020 21:07,6/23/2020 23:56,Sick / Not Sick,FALSE
6/22/2020 21:07,6/23/2020 23:56,Single / Not Single,TRUE
6/23/2020 23:56,6/24/2020 22:28,Have any alcoholic drinks?,FALSE
6/23/2020 23:56,6/24/2020 22:28,Take an anti-inflammatory NSAID?,FALSE
6/23/2020 23:56,6/24/2020 22:28,Wear blue-light blocking glasses before bed?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Have any caffeine? ,TRUE
6/23/2020 23:56,6/24/2020 22:28,View a screened device while in bed?,FALSE
6/23/2020 23:56,6/24/2020 22:28,Wear ear plugs to bed?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Feel in control of your life,TRUE
6/23/2020 23:56,6/24/2020 22:28,Feel you had the resources/skills to complete daily goals?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Feel a sense of purpose?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Hydrate sufficiently?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Eat any food close to bedtime?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Consume meat?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Take a melatonin supplement?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Sleep in the same bed as usual?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Experience any stress?,FALSE
6/23/2020 23:56,6/24/2020 22:28,Spend time stretching?,TRUE
6/23/2020 23:56,6/24/2020 22:28,Experiencing COVID-19 symptoms?,FALSE
6/23/2020 23:56,6/24/2020 22:28,Injured / Not Injured,FALSE
6/23/2020 23:56,6/24/2020 22:28,Sick / Not Sick,FALSE
6/23/2020 23:56,6/24/2020 22:28,Single / Not Single,TRUE
6/25/2020 22:46,6/26/2020 23:45,Have any alcoholic drinks?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Take an anti-inflammatory NSAID?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Wear blue-light blocking glasses before bed?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Have any caffeine? ,TRUE
6/25/2020 22:46,6/26/2020 23:45,View a screened device while in bed?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Wear ear plugs to bed?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Feel in control of your life,TRUE
6/25/2020 22:46,6/26/2020 23:45,Feel you had the resources/skills to complete daily goals?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Feel a sense of purpose?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Hydrate sufficiently?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Eat any food close to bedtime?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Consume meat?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Take a melatonin supplement?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Sleep in the same bed as usual?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Experience any stress?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Spend time stretching?,TRUE
6/25/2020 22:46,6/26/2020 23:45,Experiencing COVID-19 symptoms?,FALSE
6/25/2020 22:46,6/26/2020 23:45,Injured / Not Injured,FALSE
6/25/2020 22:46,6/26/2020 23:45,Sick / Not Sick,FALSE
6/25/2020 22:46,6/26/2020 23:45,Single / Not Single,TRUE
6/26/2020 23:45,6/27/2020 23:05,Have any alcoholic drinks?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Take an anti-inflammatory NSAID?,FALSE
6/26/2020 23:45,6/27/2020 23:05,Wear blue-light blocking glasses before bed?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Have any caffeine? ,TRUE
6/26/2020 23:45,6/27/2020 23:05,View a screened device while in bed?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Wear ear plugs to bed?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Feel in control of your life,TRUE
6/26/2020 23:45,6/27/2020 23:05,Feel you had the resources/skills to complete daily goals?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Feel a sense of purpose?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Hydrate sufficiently?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Eat any food close to bedtime?,FALSE
6/26/2020 23:45,6/27/2020 23:05,Consume meat?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Take a melatonin supplement?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Sleep in the same bed as usual?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Experience any stress?,FALSE
6/26/2020 23:45,6/27/2020 23:05,Spend time stretching?,TRUE
6/26/2020 23:45,6/27/2020 23:05,Experiencing COVID-19 symptoms?,FALSE
6/26/2020 23:45,6/27/2020 23:05,Injured / Not Injured,FALSE
6/26/2020 23:45,6/27/2020 23:05,Sick / Not Sick,FALSE
6/26/2020 23:45,6/27/2020 23:05,Single / Not Single,TRUE
6/27/2020 23:05,6/28/2020 21:57,Have any alcoholic drinks?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Take an anti-inflammatory NSAID?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Wear blue-light blocking glasses before bed?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Have any caffeine? ,TRUE
6/27/2020 23:05,6/28/2020 21:57,View a screened device while in bed?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Wear ear plugs to bed?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Feel in control of your life,TRUE
6/27/2020 23:05,6/28/2020 21:57,Feel you had the resources/skills to complete daily goals?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Feel a sense of purpose?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Hydrate sufficiently?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Eat any food close to bedtime?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Consume meat?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Take a melatonin supplement?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Sleep in the same bed as usual?,TRUE
6/27/2020 23:05,6/28/2020 21:57,Experience any stress?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Spend time stretching?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Experiencing COVID-19 symptoms?,FALSE
6/27/2020 23:05,6/28/2020 21:57,Injured / Not Injured,FALSE
6/27/2020 23:05,6/28/2020 21:57,Sick / Not Sick,FALSE
6/27/2020 23:05,6/28/2020 21:57,Single / Not Single,TRUE
6/28/2020 21:57,6/29/2020 21:17,Have any alcoholic drinks?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Take an anti-inflammatory NSAID?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Wear blue-light blocking glasses before bed?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Have any caffeine? ,TRUE
6/28/2020 21:57,6/29/2020 21:17,View a screened device while in bed?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Wear ear plugs to bed?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Feel in control of your life,TRUE
6/28/2020 21:57,6/29/2020 21:17,Feel you had the resources/skills to complete daily goals?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Feel a sense of purpose?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Hydrate sufficiently?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Eat any food close to bedtime?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Consume meat?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Take a melatonin supplement?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Sleep in the same bed as usual?,TRUE
6/28/2020 21:57,6/29/2020 21:17,Experience any stress?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Spend time stretching?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Experiencing COVID-19 symptoms?,FALSE
6/28/2020 21:57,6/29/2020 21:17,Injured / Not Injured,FALSE
6/28/2020 21:57,6/29/2020 21:17,Sick / Not Sick,FALSE
6/28/2020 21:57,6/29/2020 21:17,Single / Not Single,TRUE
6/29/2020 21:17,7/1/2020 2:50,Have any alcoholic drinks?,FALSE
6/29/2020 21:17,7/1/2020 2:50,Take an anti-inflammatory NSAID?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Wear blue-light blocking glasses before bed?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Have any caffeine? ,TRUE
6/29/2020 21:17,7/1/2020 2:50,View a screened device while in bed?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Wear ear plugs to bed?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Feel in control of your life,TRUE
6/29/2020 21:17,7/1/2020 2:50,Feel you had the resources/skills to complete daily goals?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Feel a sense of purpose?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Hydrate sufficiently?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Eat any food close to bedtime?,FALSE
6/29/2020 21:17,7/1/2020 2:50,Consume meat?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Take a melatonin supplement?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Sleep in the same bed as usual?,FALSE
6/29/2020 21:17,7/1/2020 2:50,Experience any stress?,FALSE
6/29/2020 21:17,7/1/2020 2:50,Spend time stretching?,TRUE
6/29/2020 21:17,7/1/2020 2:50,Experiencing COVID-19 symptoms?,FALSE
6/29/2020 21:17,7/1/2020 2:50,Injured / Not Injured,FALSE
6/29/2020 21:17,7/1/2020 2:50,Sick / Not Sick,FALSE
6/29/2020 21:17,7/1/2020 2:50,Single / Not Single,TRUE
7/1/2020 2:50,7/2/2020 0:10,Have any alcoholic drinks?,FALSE
7/1/2020 2:50,7/2/2020 0:10,Take an anti-inflammatory NSAID?,FALSE
7/1/2020 2:50,7/2/2020 0:10,Wear blue-light blocking glasses before bed?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Have any caffeine? ,TRUE
7/1/2020 2:50,7/2/2020 0:10,View a screened device while in bed?,FALSE
7/1/2020 2:50,7/2/2020 0:10,Wear ear plugs to bed?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Feel in control of your life,TRUE
7/1/2020 2:50,7/2/2020 0:10,Feel you had the resources/skills to complete daily goals?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Feel a sense of purpose?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Hydrate sufficiently?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Eat any food close to bedtime?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Consume meat?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Take a melatonin supplement?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Sleep in the same bed as usual?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Experience any stress?,TRUE
7/1/2020 2:50,7/2/2020 0:10,Spend time stretching?,FALSE
7/1/2020 2:50,7/2/2020 0:10,Experiencing COVID-19 symptoms?,FALSE
7/1/2020 2:50,7/2/2020 0:10,Injured / Not Injured,FALSE
7/1/2020 2:50,7/2/2020 0:10,Sick / Not Sick,FALSE
7/1/2020 2:50,7/2/2020 0:10,Single / Not Single,TRUE
7/2/2020 0:10,7/2/2020 22:17,Have any alcoholic drinks?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Take an anti-inflammatory NSAID?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Wear blue-light blocking glasses before bed?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Have any caffeine? ,TRUE
7/2/2020 0:10,7/2/2020 22:17,View a screened device while in bed?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Wear ear plugs to bed?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Feel in control of your life,TRUE
7/2/2020 0:10,7/2/2020 22:17,Feel you had the resources/skills to complete daily goals?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Feel a sense of purpose?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Hydrate sufficiently?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Eat any food close to bedtime?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Consume meat?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Take a melatonin supplement?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Sleep in the same bed as usual?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Experience any stress?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Spend time stretching?,TRUE
7/2/2020 0:10,7/2/2020 22:17,Experiencing COVID-19 symptoms?,FALSE
7/2/2020 0:10,7/2/2020 22:17,Injured / Not Injured,FALSE
7/2/2020 0:10,7/2/2020 22:17,Sick / Not Sick,FALSE
7/2/2020 0:10,7/2/2020 22:17,Single / Not Single,TRUE
7/2/2020 22:17,7/3/2020 23:02,Have any alcoholic drinks?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Take an anti-inflammatory NSAID?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Wear blue-light blocking glasses before bed?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Have any caffeine? ,TRUE
7/2/2020 22:17,7/3/2020 23:02,View a screened device while in bed?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Wear ear plugs to bed?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Feel in control of your life,TRUE
7/2/2020 22:17,7/3/2020 23:02,Feel you had the resources/skills to complete daily goals?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Feel a sense of purpose?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Hydrate sufficiently?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Eat any food close to bedtime?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Consume meat?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Take a melatonin supplement?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Sleep in the same bed as usual?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Experience any stress?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Spend time stretching?,TRUE
7/2/2020 22:17,7/3/2020 23:02,Experiencing COVID-19 symptoms?,FALSE
7/2/2020 22:17,7/3/2020 23:02,Injured / Not Injured,FALSE
7/2/2020 22:17,7/3/2020 23:02,Sick / Not Sick,FALSE
7/2/2020 22:17,7/3/2020 23:02,Single / Not Single,TRUE
7/3/2020 23:02,7/4/2020 22:47,Have any alcoholic drinks?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Take an anti-inflammatory NSAID?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Wear blue-light blocking glasses before bed?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Have any caffeine? ,TRUE
7/3/2020 23:02,7/4/2020 22:47,View a screened device while in bed?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Wear ear plugs to bed?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Feel in control of your life,TRUE
7/3/2020 23:02,7/4/2020 22:47,Feel you had the resources/skills to complete daily goals?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Feel a sense of purpose?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Hydrate sufficiently?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Eat any food close to bedtime?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Consume meat?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Take a melatonin supplement?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Sleep in the same bed as usual?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Experience any stress?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Spend time stretching?,TRUE
7/3/2020 23:02,7/4/2020 22:47,Experiencing COVID-19 symptoms?,FALSE
7/3/2020 23:02,7/4/2020 22:47,Injured / Not Injured,FALSE
7/3/2020 23:02,7/4/2020 22:47,Sick / Not Sick,FALSE
7/3/2020 23:02,7/4/2020 22:47,Single / Not Single,TRUE
7/4/2020 22:47,7/5/2020 22:47,Have any alcoholic drinks?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Take an anti-inflammatory NSAID?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Wear blue-light blocking glasses before bed?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Have any caffeine? ,TRUE
7/4/2020 22:47,7/5/2020 22:47,View a screened device while in bed?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Wear ear plugs to bed?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Feel in control of your life,TRUE
7/4/2020 22:47,7/5/2020 22:47,Feel you had the resources/skills to complete daily goals?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Feel a sense of purpose?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Hydrate sufficiently?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Eat any food close to bedtime?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Consume meat?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Take a melatonin supplement?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Sleep in the same bed as usual?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Experience any stress?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Spend time stretching?,TRUE
7/4/2020 22:47,7/5/2020 22:47,Experiencing COVID-19 symptoms?,FALSE
7/4/2020 22:47,7/5/2020 22:47,Injured / Not Injured,FALSE
7/4/2020 22:47,7/5/2020 22:47,Sick / Not Sick,FALSE
7/4/2020 22:47,7/5/2020 22:47,Single / Not Single,TRUE
7/5/2020 22:47,7/6/2020 22:19,Have any alcoholic drinks?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Take an anti-inflammatory NSAID?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Wear blue-light blocking glasses before bed?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Have any caffeine? ,TRUE
7/5/2020 22:47,7/6/2020 22:19,View a screened device while in bed?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Wear ear plugs to bed?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Feel in control of your life,TRUE
7/5/2020 22:47,7/6/2020 22:19,Feel you had the resources/skills to complete daily goals?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Feel a sense of purpose?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Hydrate sufficiently?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Eat any food close to bedtime?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Consume meat?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Take a melatonin supplement?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Sleep in the same bed as usual?,TRUE
7/5/2020 22:47,7/6/2020 22:19,Experience any stress?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Spend time stretching?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Experiencing COVID-19 symptoms?,FALSE
7/5/2020 22:47,7/6/2020 22:19,Injured / Not Injured,FALSE
7/5/2020 22:47,7/6/2020 22:19,Sick / Not Sick,FALSE
7/5/2020 22:47,7/6/2020 22:19,Single / Not Single,TRUE
7/6/2020 22:19,7/8/2020 0:34,Have any alcoholic drinks?,FALSE
7/6/2020 22:19,7/8/2020 0:34,Take an anti-inflammatory NSAID?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Wear blue-light blocking glasses before bed?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Have any caffeine? ,TRUE
7/6/2020 22:19,7/8/2020 0:34,View a screened device while in bed?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Wear ear plugs to bed?,FALSE
7/6/2020 22:19,7/8/2020 0:34,Feel in control of your life,TRUE
7/6/2020 22:19,7/8/2020 0:34,Feel you had the resources/skills to complete daily goals?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Feel a sense of purpose?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Hydrate sufficiently?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Eat any food close to bedtime?,FALSE
7/6/2020 22:19,7/8/2020 0:34,Consume meat?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Take a melatonin supplement?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Sleep in the same bed as usual?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Experience any stress?,FALSE
7/6/2020 22:19,7/8/2020 0:34,Spend time stretching?,TRUE
7/6/2020 22:19,7/8/2020 0:34,Experiencing COVID-19 symptoms?,FALSE
7/6/2020 22:19,7/8/2020 0:34,Injured / Not Injured,FALSE
7/6/2020 22:19,7/8/2020 0:34,Sick / Not Sick,FALSE
7/6/2020 22:19,7/8/2020 0:34,Single / Not Single,TRUE
7/8/2020 0:34,7/8/2020 22:59,Have any alcoholic drinks?,FALSE
7/8/2020 0:34,7/8/2020 22:59,Take an anti-inflammatory NSAID?,TRUE
7/8/2020 0:34,7/8/2020 22:59,Wear blue-light blocking glasses before bed?,TRUE
7/8/2020 0:34,7/8/2020 22:59,Have any caffeine? ,TRUE
7/8/2020 0:34,7/8/2020 22:59,View a screened device while in bed?,TRUE
7/8/2020 0:34,7/8/2020 22:59,Wear ear plugs to bed?,TRUE
